general_type,specific_type,place_id,店名,地址,電話,評分,價位,連結,評價數,緯度,經度
日式料理,咖哩,ChIJQ58t3IqpQjQRnudJ2hZIctM,狂愛咖哩 Just Love Curry,100台灣台北市中正區汀州路三段164號,02 2362 6066,3.1,null,https://maps.google.com/?cid=15236319752336566174,808,25.0133798,121.534466
日式料理,咖哩,ChIJq4CrE4mpQjQRJPnkytgaWVI,稻咖哩,106台灣台北市大安區溫州街79號,02 2363 7439,4.5,null,https://maps.google.com/?cid=5933803502456600868,839,25.01999899999999,121.532967
日式料理,咖哩,ChIJYW1dk-upQjQRbFzQRmjRGLQ,寶貝咖哩 Treasure Curry 日本湯咖哩,106台灣台北市大安區新生南路三段72-5號,02 2368 6883,4.7,null,https://maps.google.com/?cid=12977352572062948460,941,25.0194697,121.5335873
日式料理,咖哩,ChIJB1avwF2pQjQRKfuOW99lGHY,NoName無名咖哩 台大店,106台灣台北市大安區新生南路三段68-2號巷子進來第三間,02 2369 1703,4.5,null,https://maps.google.com/?cid=8509663505904761641,295,25.019691,121.5334205
日式料理,咖哩,ChIJb95duVepQjQR9Px18Q2_3aM,咖哩杯杯,106台灣台北市大安區羅斯福路三段181號1樓,02 2368 8990,4.4,null,https://maps.google.com/?cid=11807803864641830132,100,25.0212235,121.527967
日式料理,咖哩,ChIJMd7HkIWpQjQRxsZTwf1HrwQ,正宗馬來西亞咖哩雞飯,106台灣台北市大安區泰順街26巷53號2樓,02 2363 2424,4.1,null,https://maps.google.com/?cid=337567652271867590,311,25.0250089,121.5293857
日式料理,咖哩,ChIJO4lhio-pQjQRfksW7DahqLs,銀兔湯咖哩--特色必吃湯咖哩推薦 日式湯咖哩 日式料理餐廳 師大人氣美食 咖哩 古亭台電大樓捷運站附近美食餐廳,10646台灣台北市大安區浦城街13巷4號,02 2369 7331,4.7,null,https://maps.google.com/?cid=13522235138441104254,4465,25.0244244,121.5271937
日式料理,咖哩,ChIJpcsW-IipQjQR7Fv0jfqck_E,公館-咖哩先生,106台灣台北市大安區新生南路三段70巷6號後棟（橘色外牆）,0930 773 073,4.3,null,https://maps.google.com/?cid=17407429584654457836,262,25.0197748,121.5332803
日式料理,咖哩,ChIJ_fgu74qpQjQRVxMsgm1RIRs,三時午咖哩屋,100台灣台北市中正區羅斯福路四段92號,0955 698 760,4.5,null,https://maps.google.com/?cid=1954933244032717655,279,25.0137421,121.5350294
日式料理,咖哩,ChIJ0ecXFh6pQjQRHseNTyDDdog,小丘chiu巢咖哩,106台灣台北市大安區泰順街40巷2號,0972 445 034,4.4,null,https://maps.google.com/?cid=9833261379951118110,359,25.0242619,121.531234
日式料理,咖哩,ChIJO4lhio-pQjQR2Vl2-rAuw30,湯咖哩,106台灣台北市大安區浦城街13巷4號號,02 2369 7331,4.5,null,https://maps.google.com/?cid=9062138212850751961,96,25.0244244,121.5271937
西式/美式,牛排,ChIJH1Grn4upQjQRdZr5MccaMUI,金牛座牛排館,100台灣台北市中正區羅斯福路三段316巷8弄8號,02 2368 0873,3.8,null,https://maps.google.com/?cid=4769622923201321589,333,25.015415,121.5325289
西式/美式,牛排,ChIJC_TnkYWpQjQRhxW2l17CRdc,牛魔王牛排,106台灣台北市大安區師大路49巷8號,02 3365 2635,3.3,null,https://maps.google.com/?cid=15512018203075548551,913,25.024165,121.5290229
西式/美式,牛排,ChIJl19DPiypQjQRtD2HKVjMkzE,牛二哥牛排館,10091台灣台北市中正區羅斯福路四段108巷4號,02 2367 1903,3.9,null,https://maps.google.com/?cid=3572423608460852660,79,25.0132883,121.535205
西式/美式,牛排,ChIJszEPkYWpQjQRbMoDXuPVJkI,牛魔王牛排館 龍泉店,106台灣台北市大安區龍泉街19號,02 3365 2366,3.3,null,https://maps.google.com/?cid=4766732428129847916,211,25.024812,121.5294085
西式/美式,牛排,ChIJ9Tlx4NSpQjQRz_IB3tkM0V4,孫東寶牛排大安羅斯福店,106台灣台北市大安區羅斯福路三段277號,02 2366 1799,3.9,null,https://maps.google.com/?cid=6832256239569859279,1101,25.0182539,121.531046
西式/美式,牛排,ChIJcZxRZB2pQjQRuahHVqB5oH0,威宇牛排 - 公館店,100台灣台北市中正區汀州路三段257號,02 2368 6875,4.4,null,https://maps.google.com/?cid=9052368980563962041,684,25.0129429,121.5352067
西式/美式,牛排,ChIJkyhZx4qpQjQRmedCjTZZmec,有間牛排,100台灣台北市中正區羅斯福路四段136巷1弄3號,02 2363 1111,3.2,null,https://maps.google.com/?cid=16688467985031161753,5,25.0128599,121.535561
西式/美式,牛排,ChIJrfUpGjOpQjQRDnFOEvCTOlI,好吃好吃 2號店,100台灣台北市中正區羅斯福路三段316巷16號2樓,02 2362 9538,3.4,null,https://maps.google.com/?cid=5925210919067873550,269,25.01544789999999,121.5323482
台式/小吃,粥,ChIJDfTnkYWpQjQRFCyyiSmODxo,食粥致神仙,106台灣台北市大安區龍泉街13號,02 2368 1962,4,null,https://maps.google.com/?cid=1877875878691744788,202,25.0255181,121.5293485
台式/小吃,粥,ChIJddB-FnOpQjQRtpaWgedVZPI,源士林粥品,100台灣台北市中正區汀州路三段134號,02 2368 3593,3.6,null,https://maps.google.com/?cid=17466179707649562294,178,25.0138699,121.533816
台式/小吃,粥,ChIJsxRQ5oupQjQRN_9HJB8OuEk,粥粥頌廣東粥專賣店,106台灣台北市大安區羅斯福路三段333巷2-1號,02 2364 5542,2.9,null,https://maps.google.com/?cid=5312011287398973239,60,25.017042,121.5324435
飲料/甜點,冰品,ChIJQYTfqBOpQjQRKNiCxhUtQAs,友町冰品,10645台灣台北市大安區師大路65號,02 2362 0167,4.3,null,https://maps.google.com/?cid=810697504474716200,85,25.0237875,121.528589
飲料/甜點,冰品,ChIJm6NFboypQjQR-FXOgyKvjA4,Mr. 雪腐 公館店,100台灣台北市中正區羅斯福路三段244巷21號,02 2363 5200,4.5,null,https://maps.google.com/?cid=1048405376045569528,1697,25.0166544,121.5304567
飲料/甜點,冰品,ChIJmRLFCoupQjQRoc6UGsh0-dI,以利泡泡冰,100台灣台北市中正區羅斯福路三段316巷8弄7號,02 2369 0690,3.5,null,https://maps.google.com/?cid=15202310419954060961,199,25.015485,121.532749
飲料/甜點,冰品,ChIJq98Fh9KpQjQR5Ppeb-q---8,基仔冰,100台灣台北市中正區羅斯福路三段286巷3號,null,5,null,https://maps.google.com/?cid=17292625108319271652,8,25.0160835,121.5324154
飲料/甜點,冰品,ChIJnX29aompQjQR1Mz4z-ccjh4,好想吃冰 かき/日式蔬食 台大公館店（公館美食.公館素食.日式素食）,10648台灣台北市大安區溫州街80號,02 2366 0115,4.3,null,https://maps.google.com/?cid=2201729049782963412,2609,25.0191295,121.5327721
飲料/甜點,冰品,ChIJSZWZbwOpQjQRZ0I4u3wZZiY,旺來甜冰品-Wang Lai Ice Shop,100046台灣台北市中正區羅斯福路四段92號水源市場一樓100號,02 2366 0280,4.3,null,https://maps.google.com/?cid=2766927044573413991,11,25.01365089999999,121.5349726
飲料/甜點,冰品,ChIJq6qqqoupQjQRYbGXSz3WNEc,九品川,100台灣台北市大安區新生南路三段58號,0968 555 852,4.3,null,https://maps.google.com/?cid=5130961434231419233,40,25.0203096,121.5338373
飲料/甜點,冰品,ChIJPQpyvYupQjQR_RhYmpFQnmM,波囍,100台灣台北市中正區羅斯福路三段316巷2號,02 2364 1599,4.3,null,https://maps.google.com/?cid=7178263442365094141,281,25.015879,121.5326641
飲料/甜點,冰品,ChIJI1lDqY-pQjQR3GW0V3-gTPc,龍角手作茶師大店-師大必喝飲料|外送飲料|飲料推薦|台電大樓附近美食|夜市飲料推薦|打卡美食,10647台灣台北市大安區師大路108-1號,02 2363 0311,4.6,null,https://maps.google.com/?cid=17819794294390941148,378,25.0220556,121.5281519
飲料/甜點,冰品,ChIJUdCXA4mpQjQRZPGRRpD3Id4,大安新生59(朝顏的部屋),10660台灣台北市大安區新生南路三段60巷2-8號1樓,02 2363 4570,4.1,null,https://maps.google.com/?cid=16006346749682774372,12,25.0200063,121.5336277
飲料/甜點,冰品,ChIJuaw9uIqpQjQR4ti8RP9PTro,綠屋冰城,100台灣台北市中正區羅斯福路四段136巷6弄4號,null,4.8,null,https://maps.google.com/?cid=13424755497026509026,17,25.0126741,121.5356413
飲料/甜點,冰品,ChIJv61btrmpQjQRCIQFTdbLQ38,墨潮青蛙撞奶,100台灣台北市中正區羅斯福路三段316巷１０號,0971 609 759,3.5,null,https://maps.google.com/?cid=9170397387532108808,32,25.0156409,121.532435
飲料/甜點,冰品,ChIJyRzQjoWpQjQRDHBYXyxSVSs,古早茶坊,106台灣台北市大安區龍泉街40號,02 2363 3362,4.9,null,https://maps.google.com/?cid=3122492267182977036,218,25.0243764,121.5293689
飲料/甜點,冰品,ChIJmdQQdoupQjQRXbuKj3Ywky0,墾丁蛋蛋ㄉㄨㄞ奶,100台灣台北市中正區汀州路三段165號,02 2368 5550,4.2,null,https://maps.google.com/?cid=3284021839055731549,947,25.0152995,121.5321294
飲料/甜點,冰品,ChIJU81LuSCpQjQR3gYkJkfD-8g,阿二冰茶,106台灣台北市大安區龍泉街56號,02 3365 1863,2.9,null,https://maps.google.com/?cid=14482383737089951454,46,25.023779,121.529303
飲料/甜點,冰品,ChIJnXwOZI6pQjQRAflopgjJ4YQ,六雪亭,106台灣台北市大安區師大路59巷5號1樓,null,5,null,https://maps.google.com/?cid=9575155321755203841,4,25.0240809,121.528918
飲料/甜點,冰品,ChIJmVrVBoupQjQRbT6PhVBBGNc,鴉片粉圓,100台灣台北市中正區羅斯福路四段52巷16弄4號,02 2369 3959,3.8,null,https://maps.google.com/?cid=15499209931689508461,1386,25.0144507,121.5336961
飲料/甜點,冰品,ChIJz-h4Q1GpQjQR6LHc8buGm28,五桐號Wootea 公館店,100台灣台北市中正區羅斯福路三段316巷5號之1號,02 2363 5655,4.8,null,https://maps.google.com/?cid=8042169701374931432,352,25.0156934,121.5322764
飲料/甜點,冰品,ChIJQdaEkUypQjQReJPpCdabjD0,大學口林老杯,100台灣台北市中正區羅斯福路四段24巷11-1號,0989 430 935,4.8,null,https://maps.google.com/?cid=4435091076644705144,9,25.0151583,121.5326195
飲料/甜點,飲料,ChIJI1lDqY-pQjQR3GW0V3-gTPc,龍角手作茶師大店-師大必喝飲料|外送飲料|飲料推薦|台電大樓附近美食|夜市飲料推薦|打卡美食,10647台灣台北市大安區師大路108-1號,02 2363 0311,4.6,null,https://maps.google.com/?cid=17819794294390941148,378,25.0220556,121.5281519
飲料/甜點,飲料,ChIJPQpyvYupQjQR_RhYmpFQnmM,波囍,100台灣台北市中正區羅斯福路三段316巷2號,02 2364 1599,4.3,null,https://maps.google.com/?cid=7178263442365094141,281,25.015879,121.5326641
飲料/甜點,飲料,ChIJq6qqqoupQjQRYbGXSz3WNEc,九品川,100台灣台北市大安區新生南路三段58號,0968 555 852,4.3,null,https://maps.google.com/?cid=5130961434231419233,40,25.0203096,121.5338373
飲料/甜點,飲料,ChIJrcW9oiCqQjQRGDUC1R2jDCg,原典鮮沏茶,106台灣台北市大安區舟山路243號,02 8369 5755,3.9,null,https://maps.google.com/?cid=2885860809760716056,56,25.0154922,121.5369079
飲料/甜點,飲料,ChIJHRt5OcmpQjQRjVunmP30itI,四口木鮮果飲師大總店:果汁，切盤，網友推薦,106台灣台北市大安區羅斯福路三段183號,0908 650 032,3.8,null,https://maps.google.com/?cid=15171207664775945101,99,25.021183,121.527998
飲料/甜點,飲料,ChIJL2Nx_oupQjQRlWJhhBrhDvE,樂法Le Phare 羅斯福店,106台灣台北市大安區羅斯福路三段283巷6號,02 2367 3110,3.4,null,https://maps.google.com/?cid=17370068316820955797,70,25.0180659,121.531622
飲料/甜點,飲料,ChIJCahvDoupQjQRFbdDBRrHOsY,COMEBUY_台北公館店,100台灣台北市中正區汀州路三段195號,02 2362 1969,3.3,null,https://maps.google.com/?cid=14283948082730350357,68,25.014584,121.533206
飲料/甜點,飲料,ChIJU81LuSCpQjQR3gYkJkfD-8g,阿二冰茶,106台灣台北市大安區龍泉街56號,02 3365 1863,2.9,null,https://maps.google.com/?cid=14482383737089951454,46,25.023779,121.529303
飲料/甜點,飲料,ChIJSS8omoupQjQR7w9gCacg0EY,茶湯會 台北公館店 (台大),100台灣台北市中正區羅斯福路三段286巷18號,02 2367 8227,3.4,null,https://maps.google.com/?cid=5102614279599689711,153,25.015861,121.53236
飲料/甜點,飲料,ChIJS9Pk5m-pQjQRDIfh2Zw9AXQ,打勾勾-厚起士飲品專賣店,100台灣台北市中正區羅斯福路三段244巷14號,0934 340 464,4.4,null,https://maps.google.com/?cid=8359030127255979788,103,25.01656740000001,121.530637
飲料/甜點,飲料,ChIJp1wkXi-pQjQRfu3yyNjKXew,日日裝茶公館台大店,106台灣台北市大安區新生南路三段96-4號,02 2368 8200,4.1,null,https://maps.google.com/?cid=17031992398218194302,191,25.01726439999999,121.5331794
飲料/甜點,飲料,ChIJ682G7NSpQjQRjfzSzU5IU_k,可不可熟成紅茶-台北師大店,"106台灣台北市大安區師大路119號, 1樓",02 2368 9977,3.8,null,https://maps.google.com/?cid=17965782841808845965,208,25.022117,121.528378
飲料/甜點,飲料,ChIJbZeY7umpQjQRDEttWoi3NVo,老茶人師大店,106台灣台北市大安區師大路104號,02 2366 1028,4.8,null,https://maps.google.com/?cid=6500303433439726348,107,25.0220853,121.5282371
飲料/甜點,飲料,ChIJmdQQdoupQjQRXbuKj3Ywky0,墾丁蛋蛋ㄉㄨㄞ奶,100台灣台北市中正區汀州路三段165號,02 2368 5550,4.2,null,https://maps.google.com/?cid=3284021839055731549,947,25.0152995,121.5321294
飲料/甜點,飲料,ChIJ39xxFqOpQjQRrQuexo65duU,迷客夏milkshop 臺北師大店,10645台灣台北市大安區師大路45-2號,02 3365 2558,3.1,null,https://maps.google.com/?cid=16534607104806095789,68,25.0243666,121.5286428
飲料/甜點,飲料,ChIJQVWymYupQjQR9l0jcfyF15I,巴伯Q奶Bubble tea黑糖珍珠牛奶專賣店,100台灣台北市中正區羅斯福路三段316巷4號,0921 903 358,4.2,null,https://maps.google.com/?cid=10581073168806665718,201,25.015818,121.532612
飲料/甜點,飲料,ChIJQYTfqBOpQjQRKNiCxhUtQAs,友町冰品,10645台灣台北市大安區師大路65號,02 2362 0167,4.3,null,https://maps.google.com/?cid=810697504474716200,85,25.0237875,121.528589
飲料/甜點,飲料,ChIJrcwNhoWpQjQReWlu-uSuGZE,茶 師大店,106台灣台北市大安區師大路49巷5號,02 2368 8759,4.7,null,https://maps.google.com/?cid=10455580308394633593,211,25.0243794,121.5289006
飲料/甜點,飲料,ChIJrbuKz0upQjQR0VqDFHphxTA,老賴茶棧台北公館店,100台灣台北市中正區羅斯福路三段316巷3之1號,02 2368 3184,3.7,null,https://maps.google.com/?cid=3514322261190597329,77,25.0156149,121.5321977
飲料/甜點,飲料,ChIJEat10q-pQjQRrji2jzlzzQE,麻古茶坊台北公館店,100台灣台北市中正區羅斯福路三段316巷5號1樓,02 2367 2307,3.5,null,https://maps.google.com/?cid=129886655325026478,87,25.0156934,121.5322764
火鍋,火鍋,ChIJ366xIcOpQjQRYmVdYm8CGuU,東雛菊-風味鍋物,100台灣台北市中正區汀州路三段127號,02 2368 2127,4.5,null,https://maps.google.com/?cid=16508510061494887778,632,25.0163858,121.530596
火鍋,火鍋,ChIJ96_lko-pQjQR2cHcKoqcW6I,雲禾特調小火鍋,106台灣台北市大安區雲和街2號,02 2368 0688,4,null,https://maps.google.com/?cid=11699116574263525849,725,25.0236368,121.526933
火鍋,火鍋,ChIJycu5coupQjQRl9dmANfpHuw,馬辣頂級麻辣鴛鴦火鍋,100台灣台北市中正區汀州路三段86號,02 2365 7625,4.1,null,https://maps.google.com/?cid=17014293551886292887,3607,25.0146334,121.5326568
火鍋,火鍋,ChIJnShfDYupQjQReJ7ZY2HhzOA,東吉水產超市火鍋-公館店,100台灣台北市中正區汀州路三段92號,02 2362 0330,4.1,null,https://maps.google.com/?cid=16198569768148115064,1585,25.014576,121.532788
火鍋,火鍋,ChIJpasEF4mpQjQRozjjfuflpeg,溏老鴨平價小火鍋,106台灣台北市大安區新生南路三段70巷3號,02 2362 6016,4.4,null,https://maps.google.com/?cid=16764057970385565859,1518,25.019571,121.5333658
火鍋,火鍋,ChIJkVHJ1PWpQjQRuN_c0G1T8qQ,12MINI經典即享鍋-捷運公館店,100台灣台北市中正區羅斯福路三段316巷14號,02 2366 1877,4,null,https://maps.google.com/?cid=11885654097704837048,706,25.0155113,121.5323408
火鍋,火鍋,ChIJNd8zTBapQjQRpnuBM8A1Nm4,和牛涮樂日式涮涮鍋-公館店,100台灣台北市中正區汀州路三段92號,02 2362 0330,4.9,null,https://maps.google.com/?cid=7941594092528565158,42,25.014559,121.5327817
火鍋,火鍋,ChIJn1fdFZCpQjQRnvgTI_LTCkw,聚北海道昆布鍋 台北南昌店,100台灣台北市中正區南昌路二段216號2F,02 2368 3118,4.6,null,https://maps.google.com/?cid=5479424933573687454,2483,25.023938,121.524422
台式/小吃,水餃,ChIJQWnpmYupQjQRbOovXFzE1CQ,鮮肉水餃,100台灣台北市中正區羅斯福路三段286巷18號,null,4.2,null,https://maps.google.com/?cid=2653961981390744172,32,25.015861,121.53236
台式/小吃,水餃,ChIJUdix0o-pQjQRTNfqm-IQpFM,豪季水餃專賣店,100台灣台北市中正區汀州路三段143號,02 2367 7955,4,null,https://maps.google.com/?cid=6026960766793078604,152,25.01596589999999,121.5310364
台式/小吃,水餃,ChIJe_MK3oupQjQRnzZoMhH5lqs,八方雲集 (台大店),106台灣台北市大安區羅斯福路三段333巷9號,02 2362 5189,3.5,null,https://maps.google.com/?cid=12364343679247726239,872,25.01754170000001,121.5327972
台式/小吃,水餃,ChIJfUqtMo6pQjQRP4abkHS-9Pc,鍾國古亭店精緻雲吞料理海鮮水餃,100台灣台北市中正區羅斯福路三段76號,02 2362 1017,3.7,null,https://maps.google.com/?cid=17867115029537195583,131,25.0220516,121.5263344
台式/小吃,水餃,ChIJH_rf5YqpQjQRdh858sDgK8M,玉米妹煎餃,100台灣台北市中正區羅斯福路四段90巷,null,3.2,null,https://maps.google.com/?cid=14063581380696678262,26,25.0138067,121.5347288
台式/小吃,水餃,ChIJxb2CKIypQjQReZRS5toPtic,楓苑食坊,100台灣台北市中正區羅斯福路三段210巷10弄1號,02 2367 3391,4.4,null,https://maps.google.com/?cid=2861492046081987705,31,25.0180446,121.5285697
台式/小吃,水餃,ChIJoVQ9-oqpQjQRuuracm_WZtw,陳師傅全麥手工水餃,100台灣台北市中正區羅斯福路四段92號2號樓69攤,02 2364 6534,3.4,null,https://maps.google.com/?cid=15881616910125296314,268,25.0137603,121.5350243
台式/小吃,水餃,ChIJjde4khmpQjQR2RF_gS7wxDU,台大大滷麵水餃,100台灣台北市中正區文盛里,null,4.3,null,https://maps.google.com/?cid=3874485661977219545,3,25.0159423,121.532451
台式/小吃,小吃,ChIJ6ZdQkYupQjQRWrgEjcLMIH0,台南意麵※羊肉乾麵,100台灣台北市中正區羅斯福路三段286巷內號,0976 833 313,3.6,null,https://maps.google.com/?cid=9016431589957351514,108,25.0163082,121.5323201
台式/小吃,小吃,ChIJpzBnmROpQjQRvWv0MnikG_U,胡饕米粉湯‧黑白切(台大公館店)-銅板小吃 學生美食 便當外送(平價人氣必吃推薦),100台灣台北市中正區羅斯福路三段284巷8號1樓,02 2367 0517,4,null,https://maps.google.com/?cid=17661891199821441981,314,25.016021,121.531859
台式/小吃,小吃,ChIJzVr3l4upQjQRHTNqYkEgR40,藍家割包,100台灣台北市中正區羅斯福路三段316巷8弄3號,02 2368 2060,4,null,https://maps.google.com/?cid=10180140947890385693,3910,25.0157375,121.5325592
台式/小吃,小吃,ChIJ-3t7q4-pQjQRXJ4frUp_Paw,雞肉麵,106台灣台北市大安區師大路122號,null,4,null,https://maps.google.com/?cid=12411216106811792988,70,25.0217663,121.5279972
台式/小吃,小吃,ChIJT0pZeoupQjQRwI-GLzd8anA,阿姨小吃,"號, No. 2思源街中正區台北市台灣 100",02 2362 7136,4,null,https://maps.google.com/?cid=8100423456241651648,67,25.014959,121.5318923
台式/小吃,小吃,ChIJw4SuCYepQjQRFvqRowp8-As,珍線坊懷舊小吃,106台灣台北市大安區新生南路三段9之1號,02 2363 5393,4.1,null,https://maps.google.com/?cid=862575713777220118,131,25.0254594,121.5349899
台式/小吃,小吃,ChIJn-PI4IqpQjQR5UdxyijFBJs,蕭家傳統小吃,100台灣台北市中正區羅斯福路四段90巷6號,02 2368 3897,3.4,null,https://maps.google.com/?cid=11170269754771458021,474,25.0136856,121.5345477
台式/小吃,小吃,ChIJj9FcVo6pQjQROqzTD_kCP1Q,一品香魚丸米粉湯,106台灣台北市大安區龍泉街130號一樓,02 2362 6547,4.6,null,https://maps.google.com/?cid=6070574091454360634,37,25.0211629,121.528301
台式/小吃,小吃,ChIJYfsXxYqpQjQRZPA4G0w3M0Y,公館小吃店,100台灣台北市中正區羅斯福路四段136巷4-1號,02 2365 8827,3.7,null,https://maps.google.com/?cid=5058447606480957540,51,25.012695,121.5356472
台式/小吃,小吃,ChIJ_8XKO4mpQjQRXrQdCkXI3gk,泰街頭,10648台灣台北市大安區溫州街74巷6號,02 2367 6997,3.7,null,https://maps.google.com/?cid=711225990019134558,1642,25.0198253,121.5321942
台式/小吃,小吃,ChIJU7uUNIypQjQR-v12zQtA5-g,耕莘魷魚羹,100台灣台北市中正區汀州路三段75號,02 2365 3653,4.2,null,https://maps.google.com/?cid=16782452955855388154,80,25.0178806,121.5285444
台式/小吃,小吃,ChIJSS8omoupQjQRA5XauJ43I0I,太學口糯米腸包香腸,100台灣台北市中正區羅斯福路三段286巷18號,02 2921 7618,3.9,null,https://maps.google.com/?cid=4765713985533809923,82,25.0158732,121.5323888
台式/小吃,小吃,ChIJ_fgu74qpQjQRup_fjb1ntWE,祥記號美食小吃,"100台灣台北市中正區羅斯福路四段92號1號攤位, 水源市場樓號 62號",02 2367 0077,3.9,null,https://maps.google.com/?cid=7040647656290361274,466,25.0135434,121.534772
台式/小吃,小吃,ChIJ1bPhwYqpQjQR70q_ZNQB_0Y,泰風味小吃店,100台灣台北市中正區羅斯福路四段108巷2號,02 2364 5750,3.8,null,https://maps.google.com/?cid=5115809713451125487,174,25.0133333,121.5352778
台式/小吃,小吃,ChIJRVYUoYupQjQRjjrI_CDS0SQ,香港泉記小吃館,100台灣台北市中正區羅斯福路四段24巷12弄3號,02 2367 2395,4.1,null,https://maps.google.com/?cid=2653132694619699854,270,25.0149453,121.532779
台式/小吃,小吃,ChIJGy7mcY-pQjQRFukLzAo8xUs,健康滷味,106台灣台北市大安區師大路83巷12號,null,4.5,null,https://maps.google.com/?cid=5459836140327266582,433,25.0231401,121.5290867
台式/小吃,小吃,ChIJvQBm7IupQjQR1bwrBWizUrs,大學口胡椒餅(師大店),106台灣台北市大安區師大路126巷1之1號,02 2363 2181,3,null,https://maps.google.com/?cid=13498048292527520981,107,25.0215661,121.5279596
台式/小吃,小吃,ChIJA3scyY-pQjQRilXmcUZnPFU,新香印尼小吃,106台灣台北市大安區浦城街51號號,null,4.3,null,https://maps.google.com/?cid=6141897544082806154,30,25.0223965,121.526807
台式/小吃,炒飯,ChIJjRUEDg-pQjQRsOnRPfyaji4,油夠飯濺 炒飯店,100台灣台北市中正區羅斯福路三段286巷14號,02 2368 2582,4,null,https://maps.google.com/?cid=3354789180597201328,26,25.0159309,121.532329
