general_type,specific_type,place_id,店名,地址,電話,評分,價位,連結,評價數,緯度,經度
西式/美式,牛排,ChIJbUSvSy-qQjQRci9P23xzEpU,紫牛平價牛排,106台灣台北市大安區和平東路二段118巷69號,02 2737 4179,3.6,null,https://maps.google.com/?cid=10741775041324593010,500,25.0218333,121.5428972
西式/美式,牛排,ChIJvSeCr-yrQjQRca5yiuSP8LQ,人厚切牛排復興店,10664台灣台北市大安區復興南路二段146號,02 2706 0668,3.8,null,https://maps.google.com/?cid=13038079132975672945,422,25.02853,121.5432662
台式/小吃,粥,ChIJX5zNTi-qQjQR6M7TD6_5Q_o,阿英海產粥,106台灣台北市大安區復興南路二段268號,0917 627 433,4.2,null,https://maps.google.com/?cid=18033531863201730280,461,25.0246242,121.5432538
台式/小吃,粥,ChIJ4yt0hyyqQjQRA905QCvA3O4,小李子清粥小菜,106台灣台北市大安區復興南路二段142之1號,02 2709 2849,3.8,null,https://maps.google.com/?cid=17211843167896853763,3869,25.028751,121.543231
台式/小吃,粥,ChIJtT6JmSyqQjQRwCojfqo_tQc,一流清粥小菜,106台灣台北市大安區復興南路二段106號,02 2706 4528,3.7,null,https://maps.google.com/?cid=555420130543348416,658,25.0296417,121.5433342
台式/小吃,粥,ChIJvcujSy-qQjQRto5ZJCZwlM4,源士林粥品（台大店）,106台灣台北市大安區和平東路二段118巷67-1號號,02 2732 4312,3.9,null,https://maps.google.com/?cid=14885645977487249078,138,25.021838,121.542893
飲料/甜點,冰品,ChIJPVZjNkurQjQRmQaNxdLSAy8,秘方雪人兄弟 和平花園店 Snow Bro,106台灣台北市大安區和平東路二段311巷34弄12號,02 2703 7063,4.5,null,https://maps.google.com/?cid=3387783147412063897,231,25.0256565,121.544507
飲料/甜點,冰品,ChIJjwZ6tVarQjQRYetPz2HfYRY,喝冰U茶飲冰品店,106台灣台北市大安區復興南路二段148號,0908 236 607,4.9,null,https://maps.google.com/?cid=1612815752758291297,7,25.0282394,121.5431999
飲料/甜點,冰品,ChIJ__tghC6qQjQRUBvaNLc6xbA,回溫豆花飲品,106台灣台北市大安區和平東路二段311巷18號,02 2754 5277,4.3,null,https://maps.google.com/?cid=12737651679627451216,38,25.0252045,121.5450326
飲料/甜點,冰品,ChIJWz91NS-qQjQR-bSpyNZyFgM,尤媽媽甜品屋,106台灣台北市大安區和平東路二段118巷63號,02 8732 7622,4.7,null,https://maps.google.com/?cid=222491498416551161,51,25.022154,121.542909
飲料/甜點,冰品,ChIJveJFkS2qQjQRplS6S5rj-Vg,IDea創意食坊,106台灣台北市大安區四維路198巷25號,0972 716 880,null,null,https://maps.google.com/?cid=6411405796373583014,null,25.0271541,121.5459444
飲料/甜點,冰品,ChIJwVbMZmSrQjQRG1Ao8Puhicc,方最茗品,106台灣台北市大安區和平東路二段118巷58號,0971 636 659,4.8,null,https://maps.google.com/?cid=14378201388795056155,71,25.0218071,121.5427265
飲料/甜點,冰品,ChIJmXIR2y6qQjQRFHqZuDFx3nw,MTB米堤銀行｜鮮乳．茶（大安總行）創始店,106台灣台北市大安區復興南路二段327號,02 2738 9238,4.8,null,https://maps.google.com/?cid=8997753563897231892,734,25.0238137,121.5435645
飲料/甜點,冰品,ChIJhffc2i6qQjQRcEMd2wIyjGc,春山茶水舖,106台灣台北市大安區復興南路二段323號,02 2737 0198,4.5,null,https://maps.google.com/?cid=7461393670493520752,1208,25.0238974,121.5435673
飲料/甜點,飲料,ChIJmXIR2y6qQjQRFHqZuDFx3nw,MTB米堤銀行｜鮮乳．茶（大安總行）創始店,106台灣台北市大安區復興南路二段327號,02 2738 9238,4.8,null,https://maps.google.com/?cid=8997753563897231892,734,25.0238137,121.5435645
飲料/甜點,飲料,ChIJhffc2i6qQjQRcEMd2wIyjGc,春山茶水舖,106台灣台北市大安區復興南路二段323號,02 2737 0198,4.5,null,https://maps.google.com/?cid=7461393670493520752,1208,25.0238974,121.5435673
飲料/甜點,飲料,ChIJqwjYhS6qQjQR4HTbiTKughk,囍庄茶舖,106台灣台北市大安區和平東路二段311巷7號,02 2700 2701,4.3,null,https://maps.google.com/?cid=1838223130005042400,77,25.0250979,121.5452027
飲料/甜點,飲料,ChIJMdlHJS-qQjQR5BfbVK3ZMKQ,tcshop,106台灣台北市大安區和平東路二段118巷62號,02 2738 0886,4.6,null,https://maps.google.com/?cid=11831195559578507236,63,25.0217866,121.5427272
飲料/甜點,飲料,ChIJ8ddmN0urQjQRqq7PUMioVF4,日日良選 科技大樓店,106台灣台北市大安區和平東路二段311巷3號,02 2784 0010,4.4,null,https://maps.google.com/?cid=6797243315911634602,71,25.0250234,121.5451564
飲料/甜點,飲料,ChIJUV6FAS2qQjQRUthThHvbjbM,清心福全成功店-珍珠奶茶手搖飲料專賣店,106台灣台北市大安區復興南路二段151巷49號,02 2701 4040,3.7,null,https://maps.google.com/?cid=12938238628052850770,105,25.02836,121.545742
飲料/甜點,飲料,ChIJVVWJjy6qQjQRNzyW-t0EHkQ,Co Co 都可(和平東門市),106台灣台北市大安區和平東路二段305號,02 2705 4832,4.1,null,https://maps.google.com/?cid=4908365995318852663,101,25.0249304,121.5449419
飲料/甜點,飲料,ChIJfRwILS-qQjQRa-f5mDID4Xg,何媽媽手作蒟蒻,106台灣台北市大安區和平東路二段118巷51號,02 2736 5995,4.7,null,https://maps.google.com/?cid=8710246670161012587,101,25.022809,121.542902
飲料/甜點,飲料,ChIJZb9oaiqqQjQR4aQAovtfeeY,茶鬍Beard Cup,106台灣台北市大安區建國南路二段151巷10號,0905 053 324,4.2,null,https://maps.google.com/?cid=16607410635264795873,126,25.0286611,121.538343
飲料/甜點,飲料,ChIJhXUmW-OrQjQRM6lN1rAp-uE,布鹿‧果漾新鮮式Blue deer(大安瑞安店),106台灣台北市大安區瑞安街178號,02 2708 7668,4.2,null,https://maps.google.com/?cid=16283373242197846323,69,25.0286587,121.5411579
飲料/甜點,飲料,ChIJq6qqqoupQjQRYbGXSz3WNEc,九品川,100台灣台北市大安區新生南路三段58號,0968 555 852,4.3,null,https://maps.google.com/?cid=5130961434231419233,40,25.0203096,121.5338373
飲料/甜點,飲料,ChIJj9igBSyqQjQRIhneEGIUMTQ,眯糊茶,106台灣台北市大安區復興南路二段206號,02 2701 3277,4.3,null,https://maps.google.com/?cid=3760809575253416226,13,25.0265978,121.5432336
飲料/甜點,飲料,ChIJPVZjNkurQjQRmQaNxdLSAy8,秘方雪人兄弟 和平花園店 Snow Bro,106台灣台北市大安區和平東路二段311巷34弄12號,02 2703 7063,4.5,null,https://maps.google.com/?cid=3387783147412063897,231,25.0256565,121.544507
飲料/甜點,飲料,ChIJfTWPASWrQjQRGvEyaJ5_k4s,御心 木瓜牛奶 復興成功店,106台灣台北市大安區復興南路二段151巷24號,02 2755 6616,4.8,null,https://maps.google.com/?cid=10057522711178178842,71,25.0282816,121.5450317
火鍋,火鍋,ChIJDWGjKiyqQjQREW2vZOXMOYg,原川日式精緻涮涮鍋,106台灣台北市大安區和平東路二段311巷43弄24號,02 2700 7715,4.1,null,https://maps.google.com/?cid=9816102148439502097,424,25.0255141,121.5455508
火鍋,火鍋,ChIJI4M1JV6rQjQRDz7ni4ud2zM,依依平價小火鍋,10663台灣台北市大安區辛亥路二段161號,02 2378 7979,3.8,null,https://maps.google.com/?cid=3736753538507161103,148,25.0217049,121.540659
火鍋,火鍋,ChIJY3YUcaKrQjQRZ1OTdcQlbEo,二本松涮涮屋 本館 ER BEN SONG SHABU 大安火鍋 台北美食,106台灣台北市大安區瑞安街118號,02 2708 6835,4.9,null,https://maps.google.com/?cid=5362702782007825255,1130,25.0297349,121.5425506
火鍋,火鍋,ChIJB_6IcCyqQjQRx4bUN_j-jlI,天天旺麻辣鴛鴦火鍋,106台灣台北市大安區復興南路二段156號,null,4,null,https://maps.google.com/?cid=5948972499845023431,1,25.0279729,121.543232
火鍋,火鍋,ChIJMS8whyuqQjQRbqBGebOZsdc,禾豐日式涮涮鍋,106台灣台北市大安區復興南路二段148巷16號1樓,02 2709 5999,4.3,null,https://maps.google.com/?cid=15542372785145159790,440,25.0285277,121.5427009
台式/小吃,水餃,ChIJRfB_uCuqQjQRS9ywVk8bYfI,龍門客棧餃子館 瑞安店,106台灣台北市大安區瑞安街85號,02 2707 8976,3.5,null,https://maps.google.com/?cid=17465270857490291787,406,25.0279227,121.5408694
台式/小吃,水餃,ChIJTUKchS6qQjQRSCFKS6Z_VSI,八方雲集 (師院店),106台灣台北市大安區和平東路二段311巷2號,02 2754 0220,2.8,null,https://maps.google.com/?cid=2474023922514403656,296,25.0249649,121.545013
台式/小吃,水餃,ChIJYRdWaimqQjQRPYqlGYFBlgU,曾餃子 - 手工水餃專賣店（僅外帶）,106台灣台北市大安區和平東路二段145號,02 2704 6226,4.3,null,https://maps.google.com/?cid=402581239433103933,238,25.0254192,121.5410215
台式/小吃,水餃,ChIJOYu5vSiqQjQREYlFwP5DSCI,大李水餃,106台灣台北市大安區和平東路二段118巷54弄35號,02 2738 4180,3.8,null,https://maps.google.com/?cid=2470299157039253777,499,25.0220586,121.5413551
台式/小吃,水餃,ChIJf4iYUX-rQjQRU21WcJ9oyjk,五花馬水餃館 臺大店,106台灣台北市大安區羅斯福路四段1號,02 2368 3330,5,null,https://maps.google.com/?cid=4164255839451245907,1,25.0194321,121.5392574
台式/小吃,水餃,ChIJ52M4aQOrQjQRl3IXcKexDSg,李記水餃,106台灣台北市大安區和平東路二段118巷54弄1號,02 2736 7202,3.7,null,https://maps.google.com/?cid=2886158268912595607,230,25.0220383,121.5426945
台式/小吃,水餃,ChIJ3WvTNC-qQjQRIsMfIJapv3g,大李水餃,106台灣台北市大安區和平東路二段118巷6弄541 樓號,02 2738 4180,4.3,null,https://maps.google.com/?cid=8700859467352228642,18,25.022057,121.5413538
台式/小吃,水餃,ChIJ8f6odi6qQjQRDlmZqk-iCX4,雪蕾黑豬肉水餃,106台灣台北市大安區和平東路三段1巷27號,02 2701 6812,4.3,null,https://maps.google.com/?cid=9081968586617608462,144,25.0256808,121.5468204
台式/小吃,水餃,ChIJI-YNQSqqQjQRAePATo68ZIc,八方雲集 (台北建南店),106台灣台北市大安區建國南路二段151巷18號,02 2707 1495,3.2,null,https://maps.google.com/?cid=9756130012183978753,357,25.0286854,121.5386977
台式/小吃,水餃,ChIJabNgEe6pQjQRmNRbOhN5hq0,八方雲集 大安和平店,106台灣台北市大安區和平東路二段12號,02 3365 2268,3.5,null,https://maps.google.com/?cid=12503814538931197080,220,25.025688,121.535677
台式/小吃,水餃,ChIJWR0uvS2qQjQRO6q5alhIOz0,成功水餃店,106台灣台北市大安區四維路192巷成功市場A010攤位,0926 982 051,3.8,null,https://maps.google.com/?cid=4412199804524407355,5,25.0269352,121.5473337
台式/小吃,小吃,ChIJ1fcqRymqQjQRt2iRWuWHkUc,姐妹小吃店,106台灣台北市大安區和平東路二段175巷6號,02 2703 6750,3.9,null,https://maps.google.com/?cid=5157052467452668087,88,25.0254858,121.5417792
台式/小吃,小吃,ChIJPd47mSuqQjQR7c-aaNiimxk,麗如小吃店,106台灣台北市大安區瑞安街67號,02 2708 6962,4.2,null,https://maps.google.com/?cid=1845247522689961965,181,25.0286863,121.5415097
台式/小吃,小吃,ChIJnaNrgC6qQjQR_4PeUQsrutw,重慶小吃,"號, No. 10和平東路二段311巷25弄大安區台北市台灣 106",02 2704 6198,3.6,null,https://maps.google.com/?cid=15905072361630499839,65,25.0253345,121.5454257
台式/小吃,小吃,ChIJw4SuCYepQjQRFvqRowp8-As,珍線坊懷舊小吃,106台灣台北市大安區新生南路三段9之1號,02 2363 5393,4.1,null,https://maps.google.com/?cid=862575713777220118,131,25.0254594,121.5349899
台式/小吃,小吃,ChIJDVyx3C-qQjQR-C1DNclARJk,大福小吃店,106台灣台北市大安區臥龍街72號,02 2737 3362,4.4,null,https://maps.google.com/?cid=11044023419145498104,51,25.0212723,121.5477284
台式/小吃,小吃,ChIJ-xPWkC2qQjQRX4dMxtRvsDs,曾味小吃,106台灣台北市大安區四維路192巷8號號,02 2754 7258,4.2,null,https://maps.google.com/?cid=4301060603789477727,18,25.0268881,121.547374
台式/小吃,小吃,ChIJo2SDbC6qQjQRgCG3tpiPTEs,日式小吃店,106台灣台北市大安區臥龍街9號,02 2377 3864,3.6,null,https://maps.google.com/?cid=5425869537137860992,80,25.0242502,121.5467242
台式/小吃,小吃,ChIJ6YG0ryiqQjQRRmU5cvV7iNM,川味辛亥小吃,106台灣台北市大安區辛亥路二段201號,02 2732 2689,4.2,null,https://maps.google.com/?cid=15242569232949011782,217,25.021662,121.542135
台式/小吃,小吃,ChIJOVfdPSqqQjQRcZB32CU9ooA,四川蜀渝小吃,106台灣台北市大安區瑞安街244巷53號,02 2707 0209,4.3,null,https://maps.google.com/?cid=9269038215836700785,217,25.0280874,121.5385614
台式/小吃,小吃,ChIJ16uRvKurQjQRK_ujzHGDK-E,穰穰-大安銅板美食|大安必吃小吃|台大美食|科技大樓美食|大安牛肉麵|大安魯肉飯,106台灣台北市大安區和平東路二段118巷61之1號,02 2737 2939,4.1,null,https://maps.google.com/?cid=16225206607320185643,167,25.0223013,121.5429078
台式/小吃,小吃,ChIJdazBVyyqQjQRDqXaeGyGDdk,大安魯肉飯,106台灣台北市大安區復興南路二段151巷18號,02 2709 7390,3.6,null,https://maps.google.com/?cid=15640304881369785614,132,25.0282263,121.54485
台式/小吃,炒飯,ChIJexSiLC-qQjQR0LgDorEWhig,笑嘻嘻港式現炒飯麵,106台灣台北市大安區和平東路二段118巷59號,02 2738 6850,3.7,null,https://maps.google.com/?cid=2920046360579520720,954,25.0224269,121.542894
台式/小吃,炒飯,ChIJ-88kIperQjQRXS_ZreF7fHY,M Fried Rice. / 賣炒炒飯專賣店,106台灣台北市大安區和平東路二段118巷52弄9號,0920 511 375,4.8,null,https://maps.google.com/?cid=8537835202802167645,13,25.0224342,121.5423546
台式/小吃,炒飯,ChIJleDFhS6qQjQRY1kkY0naXFI,早餐店(炒飯),"號, No. 5和平東路二段311巷大安區台北市台灣 106",null,3.4,null,https://maps.google.com/?cid=5934858417698265443,11,25.0249964,121.5451296
台式/小吃,炒飯,ChIJBRFERhirQjQRa3z8tq3wMDQ,生炒飯,106099台灣台北市大安區四維路170巷18號,02 2704 5716,4.8,null,https://maps.google.com/?cid=3760770317744372843,5,25.0281362,121.5471285
台式/小吃,炒飯,ChIJfcJhlymqQjQRYBNOnSjuSkw,馬祖麵館,106台灣台北市大安區瑞安街155之3號,02 2755 7918,3.7,null,https://maps.google.com/?cid=5497468153364353888,440,25.0258333,121.5391667
台式/小吃,炒飯,ChIJ1fcqRymqQjQRt2iRWuWHkUc,姐妹小吃店,106台灣台北市大安區和平東路二段175巷6號,02 2703 6750,3.9,null,https://maps.google.com/?cid=5157052467452668087,88,25.0254858,121.5417792
日式料理,日式料理,ChIJVV0ISSqqQjQRV3Yu84qzaTg,魚韻日式料理,106台灣台北市大安區瑞安街208巷24弄14號,02 2706 9629,4.5,null,https://maps.google.com/?cid=4064977548045350487,552,25.0286253,121.5400128
日式料理,日式料理,ChIJk1iCfNurQjQRa09O8sJeSM4,余韻日本料理,106台灣台北市大安區復興南路二段125巷22號,02 2740 1088,4.4,null,https://maps.google.com/?cid=14864234761518206827,385,25.0290601,121.5451781
日式料理,日式料理,ChIJG0U1DC2qQjQRC6EhdY-DM_c,海福岡日本料理海鮮熱炒,106台灣台北市大安區四維路170巷31號,02 2708 9355,3.4,null,https://maps.google.com/?cid=17812725603349143819,227,25.028351,121.5467102
日式料理,日式料理,ChIJh7A2Vt2rQjQRbkRqwi8pOKo,利休日本料理,10675台灣台北市大安區敦化南路二段144號,02 2709 0285,4.8,null,https://maps.google.com/?cid=12265598870245491822,166,25.0255819,121.548288
日式料理,日式料理,ChIJJbpnMC6qQjQReVq6J1vkalM,千松谷日式料理,106台灣台北市大安區敦化南路二段200巷13號,02 2737 2622,4,null,https://maps.google.com/?cid=6010867732839029369,187,25.0229317,121.547615
韓式料理,韓式料理,ChIJVbJC9y2qQjQRuwy0BqC_f_8,西羅伐,106台灣台北市大安區敦化南路二段146巷1號106,02 2706 1668,4,null,https://maps.google.com/?cid=18410644495742012603,325,25.0255874,121.5481472
東南亞,泰式料理,ChIJYz3mai6qQjQRUr2dTbz9Lzs,香葉泰式料理餐廳,106台灣台北市大安區敦化南路二段172巷34號,02 2732 6085,4,null,https://maps.google.com/?cid=4264906357341011282,368,25.0240406,121.5467071
東南亞,泰式料理,ChIJQyy5Ky-qQjQRMasV9k52ShU,湄賽雲泰料理,106台灣台北市大安區和平東路二段118巷39號,02 2737 3451,4.2,null,https://maps.google.com/?cid=1534168704581217073,232,25.0233203,121.5429601
台式/小吃,滷味,ChIJ1ZsVwCmqQjQRkyBcm0ygWI4,尚讚滷味,106台灣台北市大安區和平東路二段49之3號之,02 2708 3481,4.1,null,https://maps.google.com/?cid=10257124402220769427,68,25.0257559,121.5383443
台式/小吃,滷味,ChIJM1V7Mi-qQjQR5aTWxn1CUT8,台南周氏冰鎮滷味(和平店),106台灣台北市大安區和平東路二段118巷53號,02 2733 2822,4.2,null,https://maps.google.com/?cid=4562501005477324005,36,25.0227725,121.5429113
台式/小吃,滷味,ChIJTzO0gy6qQjQR4DQelz_4fX8,桂師傅滷味科技大樓,"號, No. 26和平東路二段311巷大安區台北市台灣 106",null,4.7,null,https://maps.google.com/?cid=9186771766907647200,106,25.0253531,121.545268
台式/小吃,滷味,ChIJwy2aJyyqQjQRiF3ZZuXKHJw,成功食品 王興富滷味,"號, No. 11和平東路二段311巷34弄大安區台北市台灣 106",02 2325 3388,4.7,null,https://maps.google.com/?cid=11249089055886499208,35,25.0257484,121.5447063
台式/小吃,滷味,ChIJF4_o9UqrQjQRj7D5V0AFoUI,滷意思｜滷味．拌麵．鍋物．溫沙拉,106台灣台北市大安區和平東路三段1巷8號之一,0908 729 639,4.4,null,https://maps.google.com/?cid=4801124451665686671,40,25.0251262,121.5466612
台式/小吃,滷味,ChIJszDy-7-rQjQRUIu5ZiVfFDQ,潮味決‧湯滷專門店 台北瑞安分社,106台灣台北市大安區瑞安街282號,02 2706 6906,4.1,null,https://maps.google.com/?cid=3752729003748330320,194,25.0260065,121.5390062
台式/小吃,鹹酥雞,ChIJMaLuhS6qQjQRwImwU5HwABs,景美阿郎鹽酥雞,106台灣台北市大安區和平東路二段311巷3號,null,3.8,null,https://maps.google.com/?cid=1945819545989056960,92,25.0249805,121.5451416
台式/小吃,鹹酥雞,ChIJ58Er3byrQjQR31YL_bPNJKQ,炸老大雞排鹹酥雞專賣店（瑞安店）,106台灣台北市大安區瑞安街178號,0973 626 793,4.3,null,https://maps.google.com/?cid=11827804694309983967,378,25.0286347,121.5411802
台式/小吃,便當,ChIJH0YHDyyqQjQRfLbbnfi0b4E,金城便當,106台灣台北市大安區復興南路二段198號,02 2709 3668,3.8,null,https://maps.google.com/?cid=9326872333200897660,115,25.0268097,121.5432892
台式/小吃,便當,ChIJawRDvPOrQjQRg2nYcfJJRoM,弁當工場 台大店 『便當外送 台北便當推薦 高級會議便當 台大午餐 美食外送』,106台灣台北市大安區復興南路二段344號,02 2738 5667,4.4,null,https://maps.google.com/?cid=9459329372979227011,357,25.0224164,121.5431876
台式/小吃,便當,ChIJ27EPhC6qQjQRrojq15aiJ3c,惡燒肉便當,106台灣台北市大安區和平東路二段311巷19號,02 2755 6566,3.6,null,https://maps.google.com/?cid=8586009983356405934,452,25.0252405,121.5451544
台式/小吃,便當,ChIJvcj32JarQjQRqkZX70do1ec,伊桑泰式炭烤雞腿便當店,106台灣台北市大安區Unnamed Road,02 8732 7713,3,null,https://maps.google.com/?cid=16705373050968164010,20,25.0217599,121.5429182
台式/小吃,便當,ChIJk84eci2qQjQRMXxM0CPARkM,赤崁樓排骨便當 ＆ 營業料理教學,106台灣台北市大安區四維路170巷13號,02 2754 1882,4,null,https://maps.google.com/?cid=4847773308961979441,375,25.028318,121.547327
台式/小吃,便當,ChIJe1mixi6qQjQRiMzBglw6dho,長榮發池上飯包 池上便當,"號 299, 復興南路二段大安區台北市台灣 106",null,3.6,null,https://maps.google.com/?cid=1906775661243124872,85,25.0244304,121.543578
台式/小吃,便當,ChIJR9AvlymqQjQRUCLBgUoNnq4,翁包子快餐便當,106台灣台北市大安區瑞安街282號,02 2707 7953,null,null,https://maps.google.com/?cid=12582509022575403600,null,25.026002,121.539005
台式/小吃,便當,ChIJK4IjBi2qQjQRWGUo5N75hws,蜂鳥食堂-大安店,106台灣台北市大安區和平東路二段223號,02 2752 7717,4.5,null,https://maps.google.com/?cid=830907391979054424,191,25.025185,121.5427985
西式/美式,早午餐,ChIJ-UKmKSyqQjQR05UM2CbFN4k,和平食光咖啡,106台灣台北市大安區和平東路二段311巷36 號一樓,02 2700 0533,4.5,null,https://maps.google.com/?cid=9887588277539345875,314,25.0257515,121.5450721
西式/美式,早午餐,ChIJvU5mgSmqQjQR0WhA_Zruk5E,the Diner 樂子瑞安店,106台灣台北市大安區瑞安街145號,02 2700 1680,4.3,null,https://maps.google.com/?cid=10489990306517248209,2774,25.026605,121.539609
西式/美式,早午餐,ChIJDTHfdy6qQjQRGF1ABfl6yrI,好食早餐,106台灣台北市大安區和平東路二段357巷7號,02 2755 4066,4.5,null,https://maps.google.com/?cid=12883244894000274712,1027,25.0248993,121.5461302
西式/美式,早午餐,ChIJ7Tn85R2rQjQRwBZdwI0ko8Q,早安有喜-大安和平店,106台灣台北市大安區和平東路二段117號,02 2325 0335,4,null,https://maps.google.com/?cid=14169209043874027200,136,25.0254699,121.5405518
西式/美式,早午餐,ChIJk50Mli2qQjQRbbpjTegxdGU,亞果早午廚坊,106台灣台北市大安區四維路198巷43號,02 2754 0843,4.2,null,https://maps.google.com/?cid=7310522968929712749,6,25.0271843,121.5455749
西式/美式,早午餐,ChIJf5hrMC6qQjQRdsQWKLiRZC0,麥味登精緻早午餐敦南店,106台灣台北市大安區敦化南路二段200巷11號,02 2733 5863,3.6,null,https://maps.google.com/?cid=3270899449510413430,33,25.0229505,121.547602
西式/美式,早午餐,ChIJq4Cddi6qQjQRtSouaYEUL9c,找餐。店,106台灣台北市大安區和平東路三段1巷6-3號,02 2755 0567,3.7,null,https://maps.google.com/?cid=15505634588107877045,656,25.0249868,121.5466512
日式料理,拉麵,ChIJgSjIDSyqQjQRkqrlyFH-9dI,小川拉麵,106台灣台北市大安區復興南路二段190號,02 2703 7713,4.2,null,https://maps.google.com/?cid=15201335744475277970,1483,25.0271007,121.5432807
日式料理,拉麵,ChIJLfGCFyyqQjQRPqAF3WRg2uQ,元日本拉麵,106台灣台北市大安區和平東路二段265巷34號,02 2700 8877,3.8,null,https://maps.google.com/?cid=16490598971891621950,137,25.0265582,121.5439656
日式料理,拉麵,ChIJ_dJ3u7urQjQRwYrpBb9l-pg,本山日本豚骨拉麵,106台灣台北市大安區復興南路二段193巷5號,02 2700 8877,4,null,https://maps.google.com/?cid=11023234909055060673,234,25.0265819,121.5439186
日式料理,拉麵,ChIJz8MQhC6qQjQR-0gL18qwD-Q,濃氣屋 拉麵 成功店,106台灣台北市大安區和平東路二段311巷17號,02 2755 2775,4.4,null,https://maps.google.com/?cid=16433547950535952635,1118,25.0252279,121.5451522
日式料理,拉麵,ChIJF6NjKkKrQjQR-9jiZ8BLdwk,裸湯拉麵·雞白湯,106台灣台北市大安區和平東路二段116號1樓,02 2736 0159,4,null,https://maps.google.com/?cid=682097158318643451,146,25.0247477,121.5428308
日式料理,拉麵,ChIJkQLSxLKrQjQRI71MyxhXe-k,壹之穴沾麵專門店,106台灣台北市大安區復興南路二段350號,02 2377 6326,4.2,null,https://maps.google.com/?cid=16824136596974255395,240,25.0221613,121.5431436
日式料理,拉麵,ChIJJ_c-rCuqQjQRi1_VUxR09-E,美鄉拉麵屋,106台灣台北市大安區建國南路二段151巷53號,02 2708 6515,4.3,null,https://maps.google.com/?cid=16282610608435978123,237,25.02899,121.540137
日式料理,拉麵,ChIJsbGoMy-qQjQRtQClI9-3Ag8,小李子蘭州牛肉拉麵館,106台灣台北市大安區復興南路二段311號,02 2736 9505,4,null,https://maps.google.com/?cid=1081629029525946549,475,25.024031,121.543726
素食/健康,素食,ChIJidZISSmqQjQR9VAOj3BbUpY,青山素食館,10664台灣台北市大安區和平東路二段157號,02 2704 3579,4.4,null,https://maps.google.com/?cid=10831820592774009077,173,25.0252722,121.5414195
素食/健康,素食,ChIJuWw81C6qQjQRD7lOTyFReqs,卡帛素食烘培‧義式廚房‧港式餐點 總店,106台灣台北市大安區復興南路二段308巷5號,02 2733 6819,4.2,null,https://maps.google.com/?cid=12356277731150706959,887,25.0236437,121.5430651
素食/健康,素食,ChIJP1XyFIOpQjQR-1jWNwpy_uE,禾欣素食,106台灣台北市大安區和平東路二段311巷25弄6號,02 2321 0971,4.8,null,https://maps.google.com/?cid=16284578690830326011,106,25.0252502,121.5454035
