place_id,chinese_name,pinyin
ChIJTUKchS6qQjQRSCFKS6Z_VSI,八方雲集 (師院店),bā fāng yún jí  ( shī yuàn diàn ) 
ChIJYRdWaimqQjQRPYqlGYFBlgU,曾餃子 - 手工水餃專賣店（僅外帶）,céng jiǎo zi  -  shǒu gōng shuǐ jiǎo zhuān mài diàn （ jǐn wài dài ） 
ChIJOYu5vSiqQjQREYlFwP5DSCI,大李水餃,dà lǐ shuǐ jiǎo 
ChIJf4iYUX-rQjQRU21WcJ9oyjk,五花馬水餃館 臺大店,wǔ huā mǎ shuǐ jiǎo guǎn   tái dà diàn 
ChIJ52M4aQOrQjQRl3IXcKexDSg,李記水餃,lǐ jì shuǐ jiǎo 
ChIJ3WvTNC-qQjQRIsMfIJapv3g,大李水餃,dà lǐ shuǐ jiǎo 
ChIJ8f6odi6qQjQRDlmZqk-iCX4,雪蕾黑豬肉水餃,xuě lěi hēi zhū ròu shuǐ jiǎo 
ChIJI-YNQSqqQjQRAePATo68ZIc,八方雲集 (台北建南店),bā fāng yún jí  ( tái běi jiàn nán diàn ) 
ChIJabNgEe6pQjQRmNRbOhN5hq0,八方雲集 大安和平店,bā fāng yún jí   dà ān hé píng diàn 
ChIJWR0uvS2qQjQRO6q5alhIOz0,成功水餃店,chéng gōng shuǐ jiǎo diàn 
ChIJ1fcqRymqQjQRt2iRWuWHkUc,姐妹小吃店,jiě mèi xiǎo chī diàn 
ChIJPd47mSuqQjQR7c-aaNiimxk,麗如小吃店,lì rú xiǎo chī diàn 
ChIJnaNrgC6qQjQR_4PeUQsrutw,重慶小吃,zhòng qìng xiǎo chī 
ChIJw4SuCYepQjQRFvqRowp8-As,珍線坊懷舊小吃,zhēn xiàn fāng huái jiù xiǎo chī 
ChIJDVyx3C-qQjQR-C1DNclARJk,大福小吃店,dà fú xiǎo chī diàn 
ChIJ-xPWkC2qQjQRX4dMxtRvsDs,曾味小吃,céng wèi xiǎo chī 
ChIJo2SDbC6qQjQRgCG3tpiPTEs,日式小吃店,rì shì xiǎo chī diàn 
ChIJ6YG0ryiqQjQRRmU5cvV7iNM,川味辛亥小吃,chuān wèi xīn hài xiǎo chī 
ChIJOVfdPSqqQjQRcZB32CU9ooA,四川蜀渝小吃,sì chuān shǔ yú xiǎo chī 
ChIJ16uRvKurQjQRK_ujzHGDK-E,穰穰-大安銅板美食|大安必吃小吃|台大美食|科技大樓美食|大安牛肉麵|大安魯肉飯,ráng ráng - dà ān tóng bǎn měi shí | dà ān bì chī xiǎo chī | tái dà měi shí | kē jì dà lóu měi shí | dà ān niú ròu miàn | dà ān lǔ ròu fàn 
ChIJdazBVyyqQjQRDqXaeGyGDdk,大安魯肉飯,dà ān lǔ ròu fàn 
ChIJexSiLC-qQjQR0LgDorEWhig,笑嘻嘻港式現炒飯麵,xiào xī xī gǎng shì xiàn chǎo fàn miàn 
ChIJ-88kIperQjQRXS_ZreF7fHY,M Fried Rice. / 賣炒炒飯專賣店,M Fried Rice. /  mài chǎo chǎo fàn zhuān mài diàn 
ChIJleDFhS6qQjQRY1kkY0naXFI,早餐店(炒飯),zǎo cān diàn ( chǎo fàn ) 
ChIJBRFERhirQjQRa3z8tq3wMDQ,生炒飯,shēng chǎo fàn 
ChIJfcJhlymqQjQRYBNOnSjuSkw,馬祖麵館,mǎ zǔ miàn guǎn 
ChIJ1fcqRymqQjQRt2iRWuWHkUc,姐妹小吃店,jiě mèi xiǎo chī diàn 
ChIJVV0ISSqqQjQRV3Yu84qzaTg,魚韻日式料理,yú yùn rì shì liào lǐ 
ChIJk1iCfNurQjQRa09O8sJeSM4,余韻日本料理,yú yùn rì běn liào lǐ 
ChIJG0U1DC2qQjQRC6EhdY-DM_c,海福岡日本料理海鮮熱炒,hǎi fú gāng rì běn liào lǐ hǎi xiān rè chǎo 
ChIJh7A2Vt2rQjQRbkRqwi8pOKo,利休日本料理,lì xiū rì běn liào lǐ 
ChIJJbpnMC6qQjQReVq6J1vkalM,千松谷日式料理,qiān sōng gǔ rì shì liào lǐ 
ChIJVbJC9y2qQjQRuwy0BqC_f_8,西羅伐,xī luó fá 
ChIJYz3mai6qQjQRUr2dTbz9Lzs,香葉泰式料理餐廳,xiāng yè tài shì liào lǐ cān tīng 
ChIJQyy5Ky-qQjQRMasV9k52ShU,湄賽雲泰料理,méi sài yún tài liào lǐ 
ChIJ1ZsVwCmqQjQRkyBcm0ygWI4,尚讚滷味,shàng zàn lǔ wèi 
ChIJM1V7Mi-qQjQR5aTWxn1CUT8,台南周氏冰鎮滷味(和平店),tái nán zhōu shì bīng zhèn lǔ wèi ( hé píng diàn ) 
ChIJTzO0gy6qQjQR4DQelz_4fX8,桂師傅滷味科技大樓,guì shī fù lǔ wèi kē jì dà lóu 
ChIJwy2aJyyqQjQRiF3ZZuXKHJw,成功食品 王興富滷味,chéng gōng shí pǐn   wáng xìng fù lǔ wèi 
ChIJF4_o9UqrQjQRj7D5V0AFoUI,滷意思｜滷味．拌麵．鍋物．溫沙拉,lǔ yì sī ｜ lǔ wèi ． bàn miàn ． guō wù ． wēn shā là 
ChIJszDy-7-rQjQRUIu5ZiVfFDQ,潮味決‧湯滷專門店 台北瑞安分社,cháo wèi jué ‧ tāng lǔ zhuān mén diàn   tái běi ruì ān fèn shè 
ChIJMaLuhS6qQjQRwImwU5HwABs,景美阿郎鹽酥雞,jǐng měi ā láng yán sū jī 
ChIJ58Er3byrQjQR31YL_bPNJKQ,炸老大雞排鹹酥雞專賣店（瑞安店）,zhà lǎo dà jī pái xián sū jī zhuān mài diàn （ ruì ān diàn ） 
ChIJH0YHDyyqQjQRfLbbnfi0b4E,金城便當,jīn chéng biàn dāng 
ChIJawRDvPOrQjQRg2nYcfJJRoM,弁當工場 台大店 『便當外送 台北便當推薦 高級會議便當 台大午餐 美食外送』,biàn dāng gōng chǎng   tái dà diàn  『 biàn dāng wài sòng   tái běi biàn dāng tuī jiàn   gāo jí huì yì biàn dāng   tái dà wǔ cān   měi shí wài sòng 』 
ChIJ27EPhC6qQjQRrojq15aiJ3c,惡燒肉便當,è shāo ròu biàn dāng 
ChIJvcj32JarQjQRqkZX70do1ec,伊桑泰式炭烤雞腿便當店,yī sāng tài shì tàn kǎo jī tuǐ biàn dāng diàn 
ChIJk84eci2qQjQRMXxM0CPARkM,赤崁樓排骨便當 ＆ 營業料理教學,chì kàn lóu pái gǔ biàn dāng  ＆  yíng yè liào lǐ jiào xué 
ChIJe1mixi6qQjQRiMzBglw6dho,長榮發池上飯包 池上便當,zhǎng róng fā chí shàng fàn bāo   chí shàng biàn dāng 
ChIJR9AvlymqQjQRUCLBgUoNnq4,翁包子快餐便當,wēng bāo zi kuài cān biàn dāng 
ChIJK4IjBi2qQjQRWGUo5N75hws,蜂鳥食堂-大安店,fēng niǎo shí táng - dà ān diàn 
ChIJ-UKmKSyqQjQR05UM2CbFN4k,和平食光咖啡,hé píng shí guāng kā fēi 
ChIJvU5mgSmqQjQR0WhA_Zruk5E,the Diner 樂子瑞安店,the Diner  lè zi ruì ān diàn 
ChIJDTHfdy6qQjQRGF1ABfl6yrI,好食早餐,hǎo shí zǎo cān 
ChIJ7Tn85R2rQjQRwBZdwI0ko8Q,早安有喜-大安和平店,zǎo ān yǒu xǐ - dà ān hé píng diàn 
ChIJk50Mli2qQjQRbbpjTegxdGU,亞果早午廚坊,yà guǒ zǎo wǔ chú fāng 
ChIJf5hrMC6qQjQRdsQWKLiRZC0,麥味登精緻早午餐敦南店,mài wèi dēng jīng zhì zǎo wǔ cān dūn nán diàn 
ChIJq4Cddi6qQjQRtSouaYEUL9c,找餐。店,zhǎo cān 。 diàn 
ChIJgSjIDSyqQjQRkqrlyFH-9dI,小川拉麵,xiǎo chuān lā miàn 
ChIJLfGCFyyqQjQRPqAF3WRg2uQ,元日本拉麵,yuán rì běn lā miàn 
ChIJ_dJ3u7urQjQRwYrpBb9l-pg,本山日本豚骨拉麵,běn shān rì běn tún gǔ lā miàn 
ChIJz8MQhC6qQjQR-0gL18qwD-Q,濃氣屋 拉麵 成功店,nóng qì wū   lā miàn   chéng gōng diàn 
ChIJF6NjKkKrQjQR-9jiZ8BLdwk,裸湯拉麵·雞白湯,luǒ tāng lā miàn · jī bái tāng 
ChIJkQLSxLKrQjQRI71MyxhXe-k,壹之穴沾麵專門店,yī zhī xué zhān miàn zhuān mén diàn 
ChIJJ_c-rCuqQjQRi1_VUxR09-E,美鄉拉麵屋,měi xiāng lā miàn wū 
ChIJsbGoMy-qQjQRtQClI9-3Ag8,小李子蘭州牛肉拉麵館,xiǎo lǐ zi lán zhōu niú ròu lā miàn guǎn 
ChIJidZISSmqQjQR9VAOj3BbUpY,青山素食館,qīng shān sù shí guǎn 
ChIJuWw81C6qQjQRD7lOTyFReqs,卡帛素食烘培‧義式廚房‧港式餐點 總店,kǎ bó sù shí hōng péi ‧ yì shì chú fáng ‧ gǎng shì cān diǎn   zǒng diàn 
ChIJP1XyFIOpQjQR-1jWNwpy_uE,禾欣素食,hé xīn sù shí 
ChIJdaNQ1i6qQjQR4T-k53U6V2Y,全國食養健康素食自助餐 大安復興店,quán guó shí yǎng jiàn kāng sù shí zì zhù cān   dà ān fù xìng diàn 
ChIJ6689Hs2rQjQRifRHqb5479M,明德素食園,míng dé sù shí yuán 
ChIJ-7fAMS-qQjQRDzUNsedgCjI,貞有緣素食,zhēn yǒu yuán sù shí 
ChIJefszjImpQjQRqZJVCqfXrhM,食香園素食館,shí xiāng yuán sù shí guǎn 
ChIJ83emQSqqQjQRW6MevTEqLzg,仁里居,rén lǐ jū 
ChIJTXDY5G-rQjQRFs0m3GjdN90,潔暘麵包坊Vegan Taipei,jié yáng miàn bāo fāng Vegan Taipei 
ChIJ5Zls-surQjQRtT-wtUeIkxo,麥當勞-復興二店,mài dāng láo - fù xìng èr diàn 
ChIJR4y1_YapQjQRA86AW8DROcA,摩斯漢堡,mó sī hàn bǎo 
ChIJT1w6Ay6qQjQR3-aM1y8aXYQ,BURGER KING漢堡王 敦南店,BURGER KING hàn bǎo wáng   dūn nán diàn 
ChIJUWUmAi2qQjQRxhkkHUlbydA,摩斯漢堡復興南路店,mó sī hàn bǎo fù xìng nán lù diàn 
ChIJm4r2zYupQjQRldQ-jLPXeIA,麥當勞-台北台大店,mài dāng láo - tái běi tái dà diàn 
ChIJVRQpmoyrQjQRb6BWxHvYaKM,摩斯漢堡,mó sī hàn bǎo 
ChIJZ3dYjCeqQjQR4oYu4Y0hbWI,摩斯漢堡 台大小福店,mó sī hàn bǎo   tái dà xiǎo fú diàn 
ChIJf_fLRvarQjQRFDDWkgvL9EM,Mos Burger,Mos Burger 
